topt,w,a,b,z,isolate.code,source,latitude,longitude,habitat,name,speciesname,former.name.1,former.name.2,strain,clone,species,genus,family,order,class,phylum,kingdom,domain,comment,group,mu.rsqrlist,mu.slist,mu.c.opt.val.list,mu.g.opt.val.list,mu.n,emp.max.growth,tmin,tmax,minqual,maxqual,curvequal,abs.curveskew,rel.curveskew,used.for.optimum.analysis,used.for.tmax.analysis,used.for.tmin.analysis,used.for.niche.width.analysis,used.for.max.growth.rate.analysis,isolate_code,topt_variable,growth.rate,temperature_min,temperature_max,SD,Mean,diff,breadth_constant,max_diff,breadth_variable,breadth_diff
22.29850642,28.62374145,0.54087277,-0.006470705,22.95764184,34,"Port Smith, near Broome, Western Australia",-18.51,121.8,marine,Isochrysis sp. strain PS11,Isochrysis,NA,NA,PS11,NA,NA,Isochrysis,Isochrysidaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,NA,haptophytes,0.880323246,0.052812338,0.466208027,0.467207593,6,0.55,8.645771111,37.26951256,good,good,good,57.75840218,0.002462839,1,1,1,1,1,34,22.3,0.46123833060928837,8.8,37.1,1.612595,27.99375,-0.0014935800000017707,28.623741449,0.16951256000000114,28.3,0.3237414489999999
28.55694943,19.06722437,0.04588242,0.076994098,25.4347362,37,Great Barrier Reef,-16.37,145.57,marine,Trichodesmium erythraeum strain GBRTRLI101,Trichodesmium erythraeum,NA,NA,GBRTRLI101,NA,erythraeum,Trichodesmium,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.789375593,0.069394516,0.325189021,0.36920290099999997,40,0.594,15.90112402,34.96834839,good,good,good,-116.3245984,-0.016780664,1,1,1,1,1,37,28.3,0.3560455142650869,15.9,34.6,1.54808,26.8655,0.2569494299999988,19.067224370000005,0.3683483900000013,18.700000000000003,0.3672243700000024
23.21859481,21.68905433,2.368726056,-0.068578155,26.80931509,40,"Darwin Harbour, Northern Territory, Australia",-12.48,130.8,estuarine,Cylindrotheca closterium strain NT-6,Cylindrotheca closterium,Nitzschia closterium,NA,NT-6,NA,closterium,Cylindrotheca,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.987616816,0.023385917,0.376747124,0.429103205,5,0.38,15.96478792,37.65384225,good,good,good,172.9007469,0.016946305,1,1,1,1,1,40,23.400000000000002,0.41999891109557186,16.2,37.6,1.34634,28.8008,-0.1814051900000031,21.689054329999998,0.05384224999999532,21.400000000000002,0.2890543299999955
23.83795659,21.02794976,0.148948719,0.033923198,22.01882333,45,NA,-11.54,-28.58,marine,Pernambugia tuberosa strain GeoB*74,Pernambugia tuberosa,NA,NA,GeoB*74,NA,tuberosa,Pernambugia,NA,Peridiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.780770424,0.032265305,0.314363823,0.324364692,9,0.361129681,11.50484845,32.53279821,good,good,good,-85.50314855,-0.009195838,1,1,1,1,1,45,23.8,0.32223560615444513,11.600000000000001,32.4,0.81489,26.6685,0.03795659000000029,21.027949760000002,0.13279821000000425,20.799999999999997,0.2279497600000049
25.46180958,26.94376086,0.362548407,0.027479866,23.04887996,47,"Gardiner Bay, Espanola (Hood) Island, Galapagos Islands",-1.38,-89.65,marine,Phaeocystis globosa strain CCMP 1528,Phaeocystis globosa,NA,NA,CCMP 1528,NA,globosa,Phaeocystis,Phaeocystaceae,Phaeocystales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,NA,haptophytes,0.57399121,0.236287707,0.683029551,0.706440783,7,1.1,9.576999527,36.52076039,good,good,good,-186.033453,-0.009510786,1,1,1,1,1,47,25.3,0.6897589632502574,9.700000000000001,36.2,1.9786300000000001,24.2782,0.1618095799999999,26.943760863,0.3207603899999967,26.5,0.4437608630000014
27.14348294,24.36362634,0.631231562,0.044536878,24.05133607,49,"Atlantic, off South America",5,-52,marine,Skeletonema tropicum clone S. trop.,Skeletonema tropicum,NA,NA,NA,S. trop.,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.921807465,0.207433115,1.84243655,1.978230702,10,2.079441542,11.8695229,36.23314924,good,good,good,-192.5415837,-0.013313699,1,1,1,1,1,49,27.1,1.9719993416375612,11.9,36.2,0.6202206666666666,27.834866666666667,0.04348293999999697,24.363626340000003,0.03314924000000019,24.300000000000004,0.063626339999999
26.85191783,22.35542442,0.319581137,0.055409614,23.67111214,52,Suriname,6,-54,marine,Odontella mobiliensis,Odontella mobiliensis,Biddulphia mobiliensis,NA,NA,NA,mobiliensis,Odontella,Triceratiaceae,Triceratiales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.9553816,0.10573793,1.186328338,1.300390787,8,1.351637002,12.49339993,34.84882435,good,good,good,-165.4055948,-0.014804762,1,1,1,1,1,52,26.8,1.2928487263074384,12.5,34.7,0.7537265,27.872549999999997,0.05191783000000072,22.35542442,0.14882434999999816,22.200000000000003,0.15542441999999568
21.20477853,24.39965303,2.747470209,-0.027261212,23.17981661,53,Suriname,6,-54,marine,Chaetoceros didymus,Chaetoceros didymus,NA,NA,NA,NA,didymus,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.848328258,0.214747854,1.460488066,1.500884271,9,1.441746136,10.9799901,35.37964312,good,good,good,125.1103109,0.008612756,1,1,1,1,1,53,21.200000000000003,1.4946819682791161,11.100000000000001,35.300000000000004,0.7537265,27.872549999999997,0.00477852999999584,24.399653019999995,0.07964311999999296,24.200000000000003,0.1996530199999924
24.02837696,23.66952479,0.786983118,0.019609913,22.67329341,54,Suriname,6,-54,marine,Rhizosolenia setigera,Rhizosolenia setigera,NA,NA,NA,NA,setigera,Rhizosolenia,Rhizosoleniaceae,Rhizosoleniales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.957175396,0.096808007,1.22761447,1.244145426,9,1.351637002,10.83853101,34.5080558,good,good,good,-81.08274594,-0.006114484,1,1,1,1,1,54,24,1.2388972950496029,10.9,34.4,0.7537265,27.872549999999997,0.02837695999999923,23.66952479,0.10805580000000248,23.5,0.16952479000000054
25.75524262,25.99272668,0.806086448,0.030673174,23.26104114,55,Suriname,6,-54,marine,Skeletonema tropicum clone fall,Skeletonema tropicum,NA,NA,NA,fall,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.711595965,0.335961414,1.645304835,1.710702059,10,1.642758818,10.2646778,36.25740448,good,good,good,-178.6760705,-0.010174448000000001,1,1,1,1,1,55,25.700000000000003,1.7042677217396631,10.3,36.2,0.7537265,27.872549999999997,0.0552426199999978,25.992726679999997,0.05740447999999532,25.900000000000002,0.09272667999999484
27.01490387,25.95545146,0.182157166,0.088686439,21.09766745,57,Suriname,6,-54,marine,Thalassionema nitzschioides,Thalassionema nitzschioides,NA,NA,NA,NA,nitzschioides,Thalassionema,Thalassionemataceae,Thalassionematales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.697162388,0.345850347,1.18316326,1.583932901,8,1.76752531,8.119941723,34.07539318,good,good,good,-374.5235454,-0.021418713,1,1,1,1,1,57,26.900000000000002,1.5736902026117727,8.1,34,0.7537265,27.872549999999997,0.11490386999999913,25.955451457,0.07539317999999895,25.9,0.055451457000000204
26.55024552,17.53359294,0.033302389,0.099780687,23.25701575,61,NA,8.71,-52.5,marine,Leonella granifera strain GeoB*39,Leonella granifera,NA,NA,GeoB*39,NA,granifera,Leonella,NA,NA,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.932670289,0.029543083,0.339077993,0.404525503,10,0.396480187,14.49021928,32.02381222,good,good,good,-101.3410083,-0.018800633,1,1,1,1,1,61,26.5,0.3989673315965144,14.5,31.900000000000002,0.830431,27.7949,0.05024552000000071,17.533592940000005,0.12381222000000136,17.400000000000002,0.13359294000000332
25.98823527,16.9637426,0.159365105,0.063421646,23.85117895,63,West of Costa Rica,9.81,-89.24,marine,Gymnodinium sp. isolate 581 (probably G. simplex),Gymnodinium,NA,NA,isolate 581,NA,NA,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.861427322,0.112520162,0.723339632,0.775748426,22,0.855343621,15.36930765,32.33305025,good,good,good,-64.54232253,-0.013221465,1,1,1,1,1,63,25.900000000000002,0.7673515339966551,15.4,32.2,0.803053,27.9081,0.08823526999999842,16.9637426,0.1330502499999966,16.800000000000004,0.16374259999999552
28.83732041,6.603135966,0.003165534,0.212779479,27.79369956,65,North Atlantic,12.31,-56.04,marine,Crocosphaera watsonii strain A 2.5,Crocosphaera watsonii,NA,NA,A 2.5,NA,watsonii,Crocosphaera,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,Identification based on note from David Hutchins,cyanobacteria,0.914416533,0.135894957,1.171746496,1.316908223,7,1.2,24.49213158,31.09526754,good,good,good,-4.684947587,-0.01627249,1,1,1,1,1,65,28.6,1.1900509430575679,24.5,30.8,0.912363,27.7279,0.23732040999999882,6.6031359599999995,0.29526753999999755,6.300000000000001,0.30313595999999876
24.99489219,18.06025946,0.621352851,0.024860111,23.99434668,68,"Gulf of Tehuantepec, South of Mexico",14.67,-96.98,marine,Gymnodinium sp. isolate 582 (probably G. simplex),Gymnodinium,NA,NA,isolate 582,NA,NA,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.980546265,0.062498384,1.128225395,1.142440571,24,1.173498177,14.96421695,33.02447641,good,good,good,-34.85621657,-0.005917092,1,1,1,1,1,68,25,1.1304115372992507,15,32.9,0.909475,28.7399,-0.005107809999998381,18.060259459999997,0.12447640999999976,17.9,0.1602594599999989
26.28269007,12.44394061,101.1905391,-0.204147098,29.3031462,77,"Station ALOHA, North Pacific",22.75,-158,marine,Trichodesmium radians strain H94,Trichodesmium radians,Trichodesmium tenue,NA,H94,NA,radians,Trichodesmium,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.999534045,0.002078754,0.255343137,0.361579057,4,0.358,23.0811759,35.5251165,good,good,good,42.47176507,0.022040758,1,1,1,1,1,77,26.6,0.3378819382865193,23.5,35.6,1.1464750000000001,25.032400000000003,-0.3173099300000004,12.443940600000001,-0.07488349999999855,12.100000000000001,0.3439405999999998
28.69128562,6.673702961,0.008248179,0.174674944,27.78994428,78,North Pacific,22.76,-158.01,marine,Crocosphaera watsonii strain P-3,Crocosphaera watsonii,NA,NA,P-3,NA,watsonii,Crocosphaera,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,Identification based on note from David Hutchins,cyanobacteria,0.877499089,0.140691571,1.05806745,1.148117497,7,1.06,24.4530928,31.12679576,good,good,good,-4.193650077,-0.014108849,1,1,1,1,1,78,28.400000000000002,0.9898634194035394,24.5,30.700000000000003,1.15465,25.0879,0.29128561999999647,6.67370296,0.4267957599999974,6.200000000000003,0.4737029599999971
28.75878899,6.130888226,0.002517903,0.174834115,27.98902254,79,North Pacific,22.76,-158.01,marine,Crocosphaera watsonii strain P-7,Crocosphaera watsonii,NA,NA,P-7,NA,watsonii,Crocosphaera,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,Identification based on note from David Hutchins,cyanobacteria,0.515021759,0.1290218,0.335916413,0.360074623,7,0.491,24.92357843,31.05446665,good,good,good,-3.0370273,-0.01317888,1,1,1,1,1,79,28.400000000000002,0.30310548044778673,25,30.6,1.15465,25.0879,0.3587889899999972,6.130888219999999,0.454466649999997,5.600000000000001,0.5308882199999978
26.93807172,25.81551663,0.065430687,0.083661643,21.30083818,81,"off Xiamen, China",24.49,118.11,marine,Skeletonema costatum,Skeletonema costatum,NA,NA,NA,NA,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.968575873,0.040487664,0.388795883,0.504236723,8,0.458,8.393079864,34.20859649,good,good,good,-359.369687,-0.020888102,1,1,1,1,1,81,26.1,0.4651343358907169,8.1,33.2,2.79622,25.2696,0.8380717199999985,25.815516625999997,1.008596489999995,25.1,0.7155166259999959
24.34244147,23.47428535,0.182809055,0.053489277,20.9643903,82,"off Xiamen, China",24.49,118.11,marine,Helicotheca tamesis,Helicotheca tamesis,Streptotheca thamesis,NA,NA,NA,tamesis,Helicotheca,Lithodesmiaceae,Lithodesmiales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.975535298,0.031516255,0.561051265,0.616485744,5,0.639889702,9.227247622,32.70153297,good,good,good,-193.4753601,-0.014957139,1,1,1,1,1,82,23.8,0.5734069992336943,9.200000000000001,31.900000000000002,2.79622,25.2696,0.54244147,23.474285348000002,0.8015329700000002,22.700000000000003,0.7742853479999994
24.18859962,25.63448618,0.056204628,0.058447969,19.92048095,85,"Central Basin, Bahía Conceptión, Gulf of California, Mexico",26.65,-111.8,estuarine,Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,NA,NA,GCCV-10,NA,catenatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.856304607,0.02456931,0.180063711,0.205458029,15,0.212,7.103237861,32.73772404,good,good,good,-286.8254709,-0.017027225,1,1,1,1,1,85,23,0.18238065711713575,6.9,31.3,3.799,23.5465,1.1885996200000015,25.634486179000003,1.4377240400000026,24.4,1.2344861790000046
20.63421151,16.58110467,0.323585425,-0.018779404,21.27623863,86,"Manasota, US",27.01,-82.42,marine,Karenia brevis strain MAN,Karenia brevis,NA,NA,MAN,NA,brevis,Karenia,Kareniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.859926995,0.035328908,0.217002324,0.218317367,8,0.226,12.9856863,29.56679097,good,good,good,18.89296728,0.004144382,1,1,1,1,1,86,20.8,0.1982732554004225,13.5,29.3,2.49568,26.3446,-0.16578849000000062,16.581104670000002,0.26679096999999885,15.8,0.7811046700000013
22.05376417,32.56416405,0.660099336,0.038421345,17.38093936,87,Baja California upwelling area,27.5,-115,marine,Thalassiosira rotula clone C8,Thalassiosira rotula,NA,NA,NA,C8,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.915493763,0.140771498,1.287154688,1.413424517,21,1.646224554,1.098857339,33.66302139,good,good,good,-515.2193693,-0.014920122,1,1,1,1,1,87,21.8,1.3763636679933455,1.1,33.2,2.34414,20.0414,0.2537641700000002,32.564164051,0.4630213899999944,32.1,0.46416405099999736
26.77017664,22.42460755,0.161501269,0.062462097,23.23402202,89,Sargasso Sea,28.5,-67.39,marine,Synechococcus strain WH8103,Synechococcus,NA,NA,WH8103,NA,NA,Synechococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.989558406,0.0277587,0.689356623,0.774228835,11,0.8,12.02171824,34.44632579,good,good,good,-183.1643766,-0.016243008,1,1,1,1,1,89,26.3,0.7269778260687478,12,33.800000000000004,2.43329,25.2437,0.47017663999999826,22.424607550000005,0.6463257899999988,21.800000000000004,0.6246075500000003
28.20807009,24.35435198,0.041411135,0.118985019,21.81651342,90,"Bushehr, Persian Gulf",28.9,50.75,marine,Amphiprora sp.,Amphiprora,NA,NA,NA,NA,NA,Amphiprora,Amphipleuraceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.975634038,0.049706418,0.555233132,0.860587553,7,0.901091335,9.639337432,33.99368941,good,good,good,-325.0388743,-0.022501194,1,1,1,1,1,90,25.400000000000002,0.6582148707842413,7.9,31,4.80916,26.5331,2.8080700899999975,24.354351978000004,2.9936894100000018,23.1,1.2543519780000025
24.99943272,25.35282471,0.953861367,0.014296827,23.85779972,91,"Bushehr, Persian Gulf",28.9,50.75,marine,Chaetoceros lorenzianus clone Bushehr,Chaetoceros lorenzianus,NA,NA,NA,Bushehr,lorenzianus,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.900894826,0.165768436,1.341587874,1.352604259,8,1.386294361,11.18138737,36.53421208,good,good,good,-78.54066845,-0.00481965,1,1,1,1,1,91,24.5,1.155227828732163,11.8,35.2,4.80916,26.5331,0.4994327200000015,25.352824710000004,1.3342120800000004,23.400000000000002,1.9528247100000016
27.61186782,20.72286261,0.138305074,0.089480321,23.54741007,93,"Bushehr, Persian Gulf",28.9,50.75,marine,Leptocylindrus danicus,Leptocylindrus danicus,NA,NA,NA,NA,danicus,Leptocylindrus,Leptocylindraceae,Leptocylindrales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.943609006,0.136475467,1.137390322,1.384498852,7,1.524923797,13.18597877,33.90884138,good,good,good,-172.9229954,-0.019431374,1,1,1,1,1,93,25.1,1.036079184590549,12.200000000000001,31.1,4.80916,26.5331,2.511867819999999,20.72286261,2.808841379999997,18.9,1.8228626100000014
23.26107388,15.96496094,0.045059774,0.119786981,20.05839129,94,Sargasso Sea (120m depth),28.98,-64.35,marine,Prochlorococcus marinus strain SS120,Prochlorococcus marinus,NA,NA,SS120,NA,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.983593046,0.029373332,0.498061746,0.613298504,8,0.599,12.07591082,28.04087176,good,good,good,-80.38671115,-0.019755166,1,1,1,1,1,94,22.400000000000002,0.534090526604703,11.8,27,2.40644,25.2524,0.8610738799999993,15.964960940000001,1.0408717600000017,15.2,0.7649609400000017
23.74853107,20.24796801,0.091422959,0.050912186,21.29092612,97,"Apalachicola, US",29.71,-84.98,marine,Karenia brevis strain APA,Karenia brevis,NA,NA,APA,NA,brevis,Karenia,Kareniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.957952841,0.016546345,0.270281558,0.28825649800000003,8,0.312,11.16694211,31.41491012,good,good,good,-105.9917907,-0.012768148,1,1,1,1,1,97,22.900000000000002,0.24960273002666475,11.200000000000001,30.200000000000003,3.50368,24.9633,0.8485310699999964,20.247968009999997,1.2149101199999954,19,1.2479680099999975
23.66323851,24.9435364,0.294197441,0.015007179,22.50711149,105,"Kagoshima Bay, Japan",31.39,130.66,marine,Chattonella marina,Chattonella marina,NA,NA,NA,NA,marina,Chattonella,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,NA,raphidophytes,0.999522697,0.0036107,0.41241056,0.416022451,6,0.415195161,10.03534329,34.97887969,good,good,good,-76.89059965,-0.004954492,1,1,1,1,1,105,23.400000000000002,0.3869083674510863,10.4,34.300000000000004,3.26551,23.4298,0.2632385099999972,24.9435364,0.6788796899999952,23.900000000000006,1.0435363999999936
27.30088507,26.94015327,0.575222434,0.040576386,23.8604586,110,Bermuda,32.3,-64.7,marine,Men. 5 (Diatom),NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.851317921,0.232616528,1.514632292,1.627934522,10,1.871497388,10.39038196,37.33053523,good,good,good,-261.7932785,-0.013389313,1,1,1,1,1,110,26.8,1.5403611298866058,10.4,36.6,2.8691,23.5896,0.5008850699999989,26.940153270000003,0.730535230000001,26.200000000000003,0.7401532700000004
