topt,w,a,b,z,isolate.code,source,latitude,longitude,habitat,name,speciesname,former.name.1,former.name.2,strain,clone,species,genus,family,order,class,phylum,kingdom,domain,comment,group,mu.rsqrlist,mu.slist,mu.c.opt.val.list,mu.g.opt.val.list,mu.n,emp.max.growth,tmin,tmax,minqual,maxqual,curvequal,abs.curveskew,rel.curveskew,used.for.optimum.analysis,used.for.tmax.analysis,used.for.tmin.analysis,used.for.niche.width.analysis,used.for.max.growth.rate.analysis
24.02837696,23.66952479,0.786983118,0.019609913,22.67329341,54,Suriname,6,-54,marine,Rhizosolenia setigera,Rhizosolenia setigera,NA,NA,NA,NA,setigera,Rhizosolenia,Rhizosoleniaceae,Rhizosoleniales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.957175396,0.096808007,1.22761447,1.244145426,9,1.351637002,10.83853101,34.5080558,good,good,good,-81.08274594,-0.006114484,1,1,1,1,1
26.55024552,17.53359294,0.033302389,0.099780687,23.25701575,61,NA,8.71,-52.5,marine,Leonella granifera strain GeoB*39,Leonella granifera,NA,NA,GeoB*39,NA,granifera,Leonella,NA,NA,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.932670289,0.029543083,0.339077993,0.404525503,10,0.396480187,14.49021928,32.02381222,good,good,good,-101.3410083,-0.018800633,1,1,1,1,1
25.98823527,16.9637426,0.159365105,0.063421646,23.85117895,63,West of Costa Rica,9.81,-89.24,marine,Gymnodinium sp. isolate 581 (probably G. simplex),Gymnodinium,NA,NA,isolate 581,NA,NA,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.861427322,0.112520162,0.723339632,0.775748426,22,0.855343621,15.36930765,32.33305025,good,good,good,-64.54232253,-0.013221465,1,1,1,1,1
28.83732041,6.603135966,0.003165534,0.212779479,27.79369956,65,North Atlantic,12.31,-56.04,marine,Crocosphaera watsonii strain A 2.5,Crocosphaera watsonii,NA,NA,A 2.5,NA,watsonii,Crocosphaera,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,Identification based on note from David Hutchins,cyanobacteria,0.914416533,0.135894957,1.171746496,1.316908223,7,1.2,24.49213158,31.09526754,good,good,good,-4.684947587,-0.01627249,1,1,1,1,1
24.99489219,18.06025946,0.621352851,0.024860111,23.99434668,68,"Gulf of Tehuantepec, South of Mexico",14.67,-96.98,marine,Gymnodinium sp. isolate 582 (probably G. simplex),Gymnodinium,NA,NA,isolate 582,NA,NA,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.980546265,0.062498384,1.128225395,1.142440571,24,1.173498177,14.96421695,33.02447641,good,good,good,-34.85621657,-0.005917092,1,1,1,1,1
26.28269007,12.44394061,101.1905391,-0.204147098,29.3031462,77,"Station ALOHA, North Pacific",22.75,-158,marine,Trichodesmium radians strain H94,Trichodesmium radians,Trichodesmium tenue,NA,H94,NA,radians,Trichodesmium,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.999534045,0.002078754,0.255343137,0.361579057,4,0.358,23.0811759,35.5251165,good,good,good,42.47176507,0.022040758,1,1,1,1,1
28.69128562,6.673702961,0.008248179,0.174674944,27.78994428,78,North Pacific,22.76,-158.01,marine,Crocosphaera watsonii strain P-3,Crocosphaera watsonii,NA,NA,P-3,NA,watsonii,Crocosphaera,Cyanobacteriaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,Identification based on note from David Hutchins,cyanobacteria,0.877499089,0.140691571,1.05806745,1.148117497,7,1.06,24.4530928,31.12679576,good,good,good,-4.193650077,-0.014108849,1,1,1,1,1
26.93807172,25.81551663,0.065430687,0.083661643,21.30083818,81,"off Xiamen, China",24.49,118.11,marine,Skeletonema costatum,Skeletonema costatum,NA,NA,NA,NA,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.968575873,0.040487664,0.388795883,0.504236723,8,0.458,8.393079864,34.20859649,good,good,good,-359.369687,-0.020888102,1,1,1,1,1
24.34244147,23.47428535,0.182809055,0.053489277,20.9643903,82,"off Xiamen, China",24.49,118.11,marine,Helicotheca tamesis,Helicotheca tamesis,Streptotheca thamesis,NA,NA,NA,tamesis,Helicotheca,Lithodesmiaceae,Lithodesmiales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.975535298,0.031516255,0.561051265,0.616485744,5,0.639889702,9.227247622,32.70153297,good,good,good,-193.4753601,-0.014957139,1,1,1,1,1
24.18859962,25.63448618,0.056204628,0.058447969,19.92048095,85,"Central Basin, Bah’a Concepti—n, Gulf of California, Mexico",26.65,-111.8,estuarine,Gymnodinium catenatum strain GCCV-10,Gymnodinium catenatum,NA,NA,GCCV-10,NA,catenatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.856304607,0.02456931,0.180063711,0.205458029,15,0.212,7.103237861,32.73772404,good,good,good,-286.8254709,-0.017027225,1,1,1,1,1
20.63421151,16.58110467,0.323585425,-0.018779404,21.27623863,86,"Manasota, US",27.01,-82.42,marine,Karenia brevis strain MAN,Karenia brevis,NA,NA,MAN,NA,brevis,Karenia,Kareniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.859926995,0.035328908,0.217002324,0.218317367,8,0.226,12.9856863,29.56679097,good,good,good,18.89296728,0.004144382,1,1,1,1,1
22.05376417,32.56416405,0.660099336,0.038421345,17.38093936,87,Baja California upwelling area,27.5,-115,marine,Thalassiosira rotula clone C8,Thalassiosira rotula,NA,NA,NA,C8,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.915493763,0.140771498,1.287154688,1.413424517,21,1.646224554,1.098857339,33.66302139,good,good,good,-515.2193693,-0.014920122,1,1,1,1,1
26.77017664,22.42460755,0.161501269,0.062462097,23.23402202,89,Sargasso Sea,28.5,-67.39,marine,Synechococcus strain WH8103,Synechococcus,NA,NA,WH8103,NA,NA,Synechococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.989558406,0.0277587,0.689356623,0.774228835,11,0.8,12.02171824,34.44632579,good,good,good,-183.1643766,-0.016243008,1,1,1,1,1
28.20807009,24.35435198,0.041411135,0.118985019,21.81651342,90,"Bushehr, Persian Gulf",28.9,50.75,marine,Amphiprora sp.,Amphiprora,NA,NA,NA,NA,NA,Amphiprora,Amphipleuraceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.975634038,0.049706418,0.555233132,0.860587553,7,0.901091335,9.639337432,33.99368941,good,good,good,-325.0388743,-0.022501194,1,1,1,1,1
24.99943272,25.35282471,0.953861367,0.014296827,23.85779972,91,"Bushehr, Persian Gulf",28.9,50.75,marine,Chaetoceros lorenzianus clone Bushehr,Chaetoceros lorenzianus,NA,NA,NA,Bushehr,lorenzianus,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.900894826,0.165768436,1.341587874,1.352604259,8,1.386294361,11.18138737,36.53421208,good,good,good,-78.54066845,-0.00481965,1,1,1,1,1
27.61186782,20.72286261,0.138305074,0.089480321,23.54741007,93,"Bushehr, Persian Gulf",28.9,50.75,marine,Leptocylindrus danicus,Leptocylindrus danicus,NA,NA,NA,NA,danicus,Leptocylindrus,Leptocylindraceae,Leptocylindrales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.943609006,0.136475467,1.137390322,1.384498852,7,1.524923797,13.18597877,33.90884138,good,good,good,-172.9229954,-0.019431374,1,1,1,1,1
23.26107388,15.96496094,0.045059774,0.119786981,20.05839129,94,Sargasso Sea (120m depth),28.98,-64.35,marine,Prochlorococcus marinus strain SS120,Prochlorococcus marinus,NA,NA,SS120,NA,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,NA,cyanobacteria,0.983593046,0.029373332,0.498061746,0.613298504,8,0.599,12.07591082,28.04087176,good,good,good,-80.38671115,-0.019755166,1,1,1,1,1
23.74853107,20.24796801,0.091422959,0.050912186,21.29092612,97,"Apalachicola, US",29.71,-84.98,marine,Karenia brevis strain APA,Karenia brevis,NA,NA,APA,NA,brevis,Karenia,Kareniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.957952841,0.016546345,0.270281558,0.28825649800000003,8,0.312,11.16694211,31.41491012,good,good,good,-105.9917907,-0.012768148,1,1,1,1,1
23.66323851,24.9435364,0.294197441,0.015007179,22.50711149,105,"Kagoshima Bay, Japan",31.39,130.66,marine,Chattonella marina,Chattonella marina,NA,NA,NA,NA,marina,Chattonella,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,NA,raphidophytes,0.999522697,0.0036107,0.41241056,0.416022451,6,0.415195161,10.03534329,34.97887969,good,good,good,-76.89059965,-0.004954492,1,1,1,1,1
27.30088507,26.94015327,0.575222434,0.040576386,23.8604586,110,Bermuda,32.3,-64.7,marine,Men. 5 (Diatom),NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.851317921,0.232616528,1.514632292,1.627934522,10,1.871497388,10.39038196,37.33053523,good,good,good,-261.7932785,-0.013389313,1,1,1,1,1
23.38200038,20.53195237,0.054703127,0.076643412,19.82706889,116,"Scripps Institute of Oceanography pier, California, US",32.87,-117.26,marine,Akashiwo sanguinea,Akashiwo sanguinea,Gymnodinium splendens,Gymodinium sanguineum,NA,NA,sanguinea,Akashiwo,NA,NA,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.942888607,0.027406981,0.250018541,0.288952985,18,0.303598465,9.5610927,30.09304507,good,good,good,-152.3692074,-0.017603802,1,1,1,1,1
28.18608002,25.15546197,0.050819957,0.09339369,22.37753601,117,"Goto Islands, Japan",32.93,128.26,marine,Cochlodinium polykrikoides strain 02B1,Cochlodinium polykrikoides,NA,NA,02B1,NA,polykrikoides,Cochlodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.984475444,0.02459428,0.41084244,0.556029224,18,0.572,9.799805023,34.95526699,good,good,good,-342.9448506,-0.021544052,1,1,1,1,1
22.74809998,21.95725661,0.164342567,0.03224989,20.86159267,128,"Tsuda Bay, Seto Inland Sea, Japan",34.3,134.25,marine,Fibrocapsa japonica strain CS-332,Fibrocapsa japonica,NA,NA,CS-332,NA,japonica,Fibrocapsa,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,NA,raphidophytes,0.972724171,0.021468885,0.322059767,0.332156084,8,0.355,9.882964367,31.84022098,good,good,good,-96.69474952,-0.009134161,1,1,1,1,1
26.03512105,20.50270478,0.017949883,0.138052583,20.72608564,131,"Harima-Nada, Eastern Seto Inland Sea, Japan",34.5,134.58,marine,Chattonella marina var. antiqua strain Ho-1,Chattonella marina,Chattonella antiqua,NA,Ho-1,NA,marina,Chattonella,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,NA,raphidophytes,0.987837928,0.021214240999999998,0.313836837,0.477967474,7,0.508,10.47473325,30.97743803,good,good,good,-193.5435585,-0.022456664,1,1,1,1,1
24.64981831,21.59744643,0.121444807,0.066565797,21.17035474,138,"Sagami Bay, Japan",35.15,139.35,marine,Biceratium furca,Biceratium furca,Ceratium furca,NA,NA,NA,furca,Biceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.970349451,0.035673353,0.49704543,0.561538893,12,0.574,10.37163152,31.96907795,good,good,good,-166.7624877,-0.01655355,1,1,1,1,1
25.4947875,22.44312697,0.053398066,0.09249535,20.72286268,139,"Sagami Bay, Japan",35.15,139.35,marine,Neoceratium fusus,Neoceratium fusus,Ceratium fusus,NA,NA,NA,fusus,Neoceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.915427003,0.04980424,0.363050875,0.462411471,12,0.525,9.501299194,31.94442617,good,good,good,-232.3832078,-0.020556759,1,1,1,1,1
24.41590163,19.91283116,2.063847613,-0.01164492,24.99063748,140,Sagami Bay,35.15,139.35,marine,Chaetoceros pseudocurvisetus,Chaetoceros pseudocurvisetus,NA,NA,NA,NA,pseudocurvisetus,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.994251854,0.049338387,1.542736883,1.547921446,5,1.622,15.0342219,34.94705306,good,good,good,24.39034062,0.003089007,1,1,1,1,1
23.06399847,32.62759366,0.645173777,0.036457275,18.57892891,146,Tokyo Bay,35.5,140,marine,Skeletonema costatum,Skeletonema costatum,NA,NA,NA,NA,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.984826495,0.066476004,1.270107498,1.382677953,8,1.492,2.265132082,34.89272574,good,good,good,-498.2165975,-0.014343762,1,1,1,1,1
16.95163289,16.94404326,0.433951119,0.016072336,16.37900743,170,"Monterrey Bay, CA, USA",36.61,-121.89,marine,Prorocentrum gracile,Prorocentrum gracile,NA,NA,NA,NA,gracile,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.917378311,0.073377197,0.564635732,0.567252954,10,0.642905964,7.906985802,24.85102906,good,good,good,-17.57718644,-0.003613252,1,1,1,1,1
23.55714388,25.4674782,0.064178875,0.101278445,17.31819609,171,"Monterrey Bay, CA, USA",36.61,-121.89,marine,Prorocentrum micans,Prorocentrum micans,NA,NA,NA,NA,micans,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.924914161,0.047691043,0.370789337,0.530062939,20,0.554459661,4.584456988,30.05193519,good,good,good,-365.2499859,-0.022112222,1,1,1,1,1
27.59066745,28.07013578,0.081707832,0.071482014,21.76476656,173,"Potomac estuary, USA",38.22,-76.85,estuarine,Gyrodinium uncatenum strain GYRO,Gyrodinium uncatenum,NA,NA,GYRO,NA,uncatenum,Gyrodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.876502025,0.053989647,0.387199169,0.486032813,19,0.478271555,7.729698665,35.79983445,good,good,good,-447.2728752,-0.020222694,1,1,1,1,1
16.66148716,28.1382629,1.325494676,0.008496659,15.82393141,188,39¡36'N 70¡06'W (continental shelf edge),39.6,-70.1,marine,Conticribra guillardii clone 7-15,Conticribra guillardii,Thalassiosira guillardi,Cyclotella nana,NA,15-Jul,guillardii,Conticribra,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.998636963,0.014377223,1.516244077,1.521660864,5,1.476403495,1.754799963,29.89306286,good,good,good,-70.98250253,-0.0031861,1,1,1,1,1
22.24638066,26.98372843,0.450199244,0.010922461,21.25820623,191,"Sandy Hook, NJ, USA",40.44,-73.98,marine,Cylindrotheca closterium,Cylindrotheca closterium,Nitzschia closterium,NA,NA,NA,closterium,Cylindrotheca,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.99996909,0.00125634,0.567864125,0.570947125,4,0.569766982,7.766342016,34.75007045,good,good,good,-76.97862828,-0.003917999,1,1,1,1,1
22.34979059,25.90952427,0.214694593,0.046231645,18.76532106,193,"Great South Bay, Long Island, NY, USA",40.68,-73.13,estuarine,Picochlorum atomus,Picochlorum atomus,Nannochloris atomus,NA,NA,NA,atomus,Picochlorum,NA,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,NA,greens,0.947888583,0.047697224,0.51120372,0.557151255,6,0.554517744,5.810558927,31.7200832,good,good,good,-251.0325374,-0.014432837,1,1,1,1,1
13.46490003,29.28736549,0.410273901,-0.01605096,15.16337582,194,"Great South Bay, Long Island, NY, USA",40.68,-73.13,estuarine,Phaeodactylum tricornutum,Phaeodactylum tricornutum,Nitzschia closterium forma minutissima,NA,NA,NA,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.988172045,0.012258875,0.321641717,0.326084364,6,0.332710647,0.519693072,29.80705856,good,good,good,155.6200846,0.006194763,1,1,1,1,1
21.44435136,27.61078035,0.218276067,0.022069648,19.38814744,195,"Great South Bay, Long Island, NY, USA",40.68,-73.13,estuarine,Stichococcus (possibly S. cylindricus),Stichococcus,NA,NA,NA,NA,NA,Stichococcus,Prasiolaceae,Prasiolales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,NA,greens,0.915073026,0.037356887,0.334839131,0.34261124,6,0.332710647,5.582757264,33.19353761,good,good,good,-167.0029252,-0.007933924,1,1,1,1,1
10.27695763,19.05000777,0.568095124,-0.007279955,10.60633402,221,"Cape Cod, MA, USA",41.9,-70.32,marine,Rhizosolenia setigera,Rhizosolenia setigera,NA,NA,NA,NA,setigera,Rhizosolenia,Rhizosoleniaceae,Rhizosoleniales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.938278532,0.05263395,0.525881151,0.526513293,8,0.554517744,1.081330133,20.1313379,good,good,good,12.79631441,0.00185097,1,1,1,1,1
24.11874221,21.82143905,0.02149366,0.133772571,18.36798455,225,"Galician Rias Bajas, northwest Spain",42.43,-8.95,estuarine,Gymnodinium catenatum,Gymnodinium catenatum,NA,NA,NA,NA,catenatum,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.861921563,0.048910183,0.250858872,0.391005312,13,0.372220036,7.457265026,29.27870408,good,good,good,-233.9323352,-0.022513348,1,1,1,1,1
16.96930785,21.04352298,0.127795925,0.072778795,13.40371123,233,"off Monhegan Island, Gulf of Maine, USA",43.56,-69.45,marine,Alexandrium fundyense strain MI,Alexandrium fundyense,NA,NA,MI,NA,fundyense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.914589114,0.060692798,0.338979831,0.388951738,5,0.462,2.881949739,23.92547272,good,good,good,-161.0599414,-0.01728352,1,1,1,1,1
15.75863192,22.14423931,0.115588933,0.046625478,13.07049983,239,Bay of Fundy,44.7,-66.51,marine,Alexandrium fundyense strain BoF,Alexandrium fundyense,NA,NA,BoF,NA,fundyense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.894091384,0.035083401,0.212609792,0.226793821,5,0.28,1.998380173,24.14261948,good,good,good,-138.5628467,-0.012760406,1,1,1,1,1
13.7308047,19.75950202,0.898999398,0.0019933,13.63229011,240,Northeast Pacific,45,-145,marine,Pseudo-nitzschia granii,Pseudo-nitzschia granii,NA,NA,NA,NA,granii,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,NA,diatoms,0.868516311,0.053594244,0.923763061,0.923852611,10,0.949,3.752539098,23.51204112,good,good,good,-4.14182542,-5.36863e-4,1,1,1,1,1
22.88156927,23.24187898,0.189862773,0.035809149,20.56048344,299,"BŸsum harbour, Wadden Sea, Germany",54.12,8.86,marine,Fibrocapsa japonica strain CCRuG-C13,Fibrocapsa japonica,NA,NA,CCRuG-C13,NA,japonica,Fibrocapsa,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,NA,raphidophytes,0.961935418,0.028886631,0.396452002,0.413625194,8,0.403,8.939543951,32.18142293,good,good,good,-132.809926,-0.010578323,1,1,1,1,1
20.33422812,17.1849883,0.046075786,0.079387433,17.68193749,320,"Limfjord, Denmark",56.57,9.07,estuarine,Alexandrium ostenfeldii clone LF-37,Alexandrium osterfeldii,NA,NA,NA,LF-37,osterfeldii,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.989714731,0.007902529,0.187543569,0.209440455,10,0.221807098,9.089443345,26.27443164,good,good,good,-80.89021905,-0.015938531,1,1,1,1,1
2.849833517,13.25211812,0.401869671,-0.059491039,4.107868132,324,Northern Baltic,58.88,20.32,marine,Gymnodinium corollarium clone GCTV-B4,Gymnodinium corollarium,NA,NA,GCTV-B4,NA,corollarium,Gymnodinium,Gymnodiniaceae,Gymnodiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.862814267,0.038124931,0.314739871,0.326972173,6,0.326472322,-2.518190927,10.73392719,good,good,good,25.14915164,0.012772086,1,1,1,1,1
17.31784002,27.49831648,1.038089274,0.018146084,15.62970931,332,"Oslofjord, Norway",59.45,10.52,estuarine,Heterocapsa rotundata,Heterocapsa rotundata,Katodinium rotundatum,NA,NA,NA,rotundata,Heterocapsa,Heterocapsaceae,Peridiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,NA,dinoflagellates,0.966581422,0.081698504,1.378505304,1.39995891,5,1.455609079,1.880551068,29.37886755,good,good,good,-136.2308447,-0.006551747,1,1,1,1,1
